"label","tweet_id"
"Response Efforts","'592683389540524032'"
"Not Relevant","'592683410491047936'"
"Not Relevant","'592683457924493314'"
"Not Relevant","'592683460260663296'"
"Not Relevant","'592683471228772352'"
"Not Relevant","'592683473778905088'"
"Response Efforts","'592683508797186048'"
"Not Relevant","'592683603986935808'"
"Not Relevant","'592683617463214081'"
"Not Relevant","'592683644000575493'"
"Not Relevant","'592683672194670594'"
"Response Efforts","'592683740951875585'"
"Not Relevant","'592683779245867008'"
"Not Relevant","'592683789870051328'"
"Not Relevant","'592683817049202690'"
"Not Relevant","'592683819733544960'"
"Not Relevant","'592683844551180288'"
"Not Relevant","'592683935718584320'"
"Not Relevant","'592683937232777219'"
"Not Relevant","'592684063980441600'"
"Not Relevant","'592684074906574850'"
"Response Efforts","'592684128656494592'"
"Not Relevant","'592684142552285184'"
"Not Relevant","'592684191222988800'"
"Response Efforts","'592684192078626816'"
"Not Relevant","'592684226912329730'"
"Not Relevant","'592684236597022720'"
"Not Relevant","'592684323557482496'"
"Not Relevant","'592684323599450116'"
"Not Relevant","'592684335460909056'"
"Response Efforts","'592684418864644098'"
"Not Relevant","'592684467958972417'"
"Not Relevant","'592684525022502912'"
"Not Relevant","'592684559550001153'"
"Not Relevant","'592684573806452736'"
"Not Relevant","'592684715569750017'"
"Not Relevant","'592684753624702977'"
"Not Relevant","'592684753813446656'"
"Not Relevant","'592684798780567554'"
"Not Relevant","'592684965961330690'"
"Not Relevant","'592684973829795843'"
"Not Relevant","'592684978074480642'"
"Not Relevant","'592684985393479680'"
"Not Relevant","'592685003017986050'"
"Not Relevant","'592685071867445249'"
"Not Relevant","'592685244303679488'"
"Response Efforts","'592685256618221568'"
"Not Relevant","'592685257142497282'"
"Not Relevant","'592685271222726659'"
"Not Relevant","'592685285839872000'"
"Response Efforts","'592685291372212224'"
"Response Efforts","'592685373152694272'"
"Not Relevant","'592685426466541568'"
"Other Relevant Information","'592685877672943616'"
"Not Relevant","'592685898698993664'"
"Not Relevant","'592685916239572994'"
"Not Relevant","'592685962972569601'"
"Not Relevant","'592685973026316288'"
"Not Relevant","'592685972975964161'"
"Not Relevant","'592685977363206144'"
"Response Efforts","'592685988146712579'"
"Not Relevant","'592686072922005507'"
"Not Relevant","'592686113598382083'"
"Not Relevant","'592686156573184000'"
"Not Relevant","'592686159236575233'"
"Not Relevant","'592686175166529536'"
"Not Relevant","'592686191272656896'"
"Other Relevant Information","'592686215587110912'"
"Not Relevant","'592686224822935553'"
"Not Relevant","'592686268460437504'"
"Not Relevant","'592686280674287617'"
"Not Relevant","'592686516691951617'"
"Not Relevant","'592686518004756480'"
"Not Relevant","'592686521599275008'"
"Not Relevant","'592686533423013888'"
"Not Relevant","'592686552330936321'"
"Not Relevant","'592686620761022466'"
"Not Relevant","'592686666315337728'"
"Not Relevant","'592686717213220866'"
"Not Relevant","'592686801489403904'"
"Not Relevant","'592686831742877698'"
"Not Relevant","'592686848025198595'"
"Not Relevant","'592686856350900224'"
"Not Relevant","'592686865137958912'"
"Not Relevant","'592686928895614977'"
"Not Relevant","'592686973187395586'"
"Response Efforts","'592687066972090368'"
"Not Relevant","'592687095510077440'"
"Other Relevant Information","'592687097707896833'"
"Not Relevant","'592687157300465664'"
"Not Relevant","'592687175579336707'"
"Not Relevant","'592687177303220225'"
"Not Relevant","'592687288435507201'"
"Response Efforts","'592687379711959041'"
"Not Relevant","'592687470652825600'"
"Not Relevant","'592687579297906689'"
"Not Relevant","'592687661023940611'"
"Response Efforts","'592687921880260608'"
"Other Relevant Information","'592687987521167361'"
"Not Relevant","'592687999781076992'"
"Not Relevant","'592688057159122946'"
"Not Relevant","'592688082941583360'"
"Not Relevant","'592688100247281664'"
"Not Relevant","'592688163463770112'"
"Not Relevant","'592688200088432641'"
"Not Relevant","'592688250025877506'"
"Not Relevant","'592688262088622082'"
"Not Relevant","'592688316845260800'"
"Not Relevant","'592688320003645440'"
"Not Relevant","'592688329746964482'"
"Not Relevant","'592688669082963969'"
"Response Efforts","'592688733973041154'"
"Not Relevant","'592688735436800000'"
"Not Relevant","'592688811089514498'"
"Other Relevant Information","'592688826570690560'"
"Not Relevant","'592688840013406208'"
"Not Relevant","'592688894002515968'"
"Not Relevant","'592688945336553474'"
"Response Efforts","'592689054170374144'"
"Not Relevant","'592689073787133955'"
"Not Relevant","'592689241722880000'"
"Not Relevant","'592689249750798336'"
"Not Relevant","'592689289084952576'"
"Not Relevant","'592689402960306177'"
"Other Relevant Information","'592689492919746561'"
"Not Relevant","'592689520312717315'"
"Response Efforts","'592689531465400320'"
"Response Efforts","'592689537492615170'"
"Not Relevant","'592689537215770626'"
"Not Relevant","'592689562293575681'"
"Infrastructure Damage","'592689587560001536'"
"Response Efforts","'592689612805505027'"
"Not Relevant","'592689653687410688'"
"Not Relevant","'592689729344303104'"
"Not Relevant","'592689803612786688'"
"Not Relevant","'592689827759415297'"
"Not Relevant","'592689850324799490'"
"Not Relevant","'592689971338838016'"
"Not Relevant","'592690063911292929'"
"Response Efforts","'592690098006810626'"
"Not Relevant","'592690111197884416'"
"Not Relevant","'592690113148276738'"
"Not Relevant","'592690138750328833'"
"Not Relevant","'592690181783875585'"
"Other Relevant Information","'592690249689608195'"
"Not Relevant","'592690266848493570'"
"Not Relevant","'592690293230706688'"
"Not Relevant","'592690305876545536'"
"Not Relevant","'592690413120655360'"
"Not Relevant","'592690423086342144'"
"Not Relevant","'592690424332087296'"
"Not Relevant","'592690437699276800'"
"Infrastructure Damage","'592690444015927296'"
"Not Relevant","'592690453675401216'"
"Not Relevant","'592691371049361408'"
"Not Relevant","'592691380994056194'"
"Not Relevant","'592691449461866496'"
"Not Relevant","'592691451458428931'"
"Not Relevant","'592691462938226690'"
"Not Relevant","'592691466771767300'"
"Not Relevant","'592691524279865346'"
"Not Relevant","'592691537772941312'"
"Not Relevant","'592691542218899456'"
"Not Relevant","'592691582769463296'"
"Not Relevant","'592691611336908802'"
"Not Relevant","'592691628806164481'"
"Response Efforts","'592691646816464898'"
"Not Relevant","'592691651363082240'"
"Response Efforts","'592691776730857474'"
"Infrastructure Damage","'592691793180925952'"
"Response Efforts","'592691972495777793'"
"Not Relevant","'592691982864101377'"
"Not Relevant","'592691984147578880'"
"Not Relevant","'592692004544520192'"
"Not Relevant","'592692009602781184'"
"Not Relevant","'592692010529722368'"
"Not Relevant","'592692035439702016'"
"Response Efforts","'592692064678207488'"
"Not Relevant","'592692068193042432'"
"Not Relevant","'592692112212238337'"
"Not Relevant","'592692130142953473'"
"Not Relevant","'592692150640496640'"
"Not Relevant","'592692187114110979'"
"Not Relevant","'592692189651673088'"
"Not Relevant","'592692211994775552'"
"Not Relevant","'592692212539981825'"
"Other Relevant Information","'592692226750345216'"
"Not Relevant","'592692274703765505'"
"Not Relevant","'592692295713091587'"
"Not Relevant","'592692338444652544'"
"Not Relevant","'592692343637221376'"
"Not Relevant","'592692346665496579'"
"Response Efforts","'592692425887449089'"
"Other Relevant Information","'592692430203400192'"
"Not Relevant","'592692594469150721'"
"Not Relevant","'592692603172302848'"
"Other Relevant Information","'592692693245030402'"
"Not Relevant","'592692738551844868'"
"Not Relevant","'592692773553307649'"
"Not Relevant","'592692773972779010'"
"Not Relevant","'592692778024509441'"
"Response Efforts","'592692799734214657'"
"Not Relevant","'592692853157015554'"
"Not Relevant","'592692893451743232'"
"Not Relevant","'592692904558239747'"
"Not Relevant","'592692966365503488'"
"Not Relevant","'592692998426734592'"
"Not Relevant","'592693011202625536'"
"Not Relevant","'592693025639407616'"
"Not Relevant","'592693027023560704'"
"Not Relevant","'592693028424425473'"
"Not Relevant","'592693030899097601'"
"Not Relevant","'592693093608103936'"
"Not Relevant","'592693101589897217'"
"Not Relevant","'592693120174809092'"
"Not Relevant","'592693143100911618'"
"Not Relevant","'592693177091563522'"
"Not Relevant","'592693256766521346'"
"Not Relevant","'592693274302873603'"
"Not Relevant","'592693286072123393'"
"Not Relevant","'592693291113684992'"
"Not Relevant","'592693296855678976'"
"Not Relevant","'592693324869402624'"
"Not Relevant","'592693340044447745'"
"Not Relevant","'592693358172188674'"
"Not Relevant","'592693360353275904'"
"Not Relevant","'592693362244857856'"
"Infrastructure Damage","'592693365487095810'"
"Not Relevant","'592693491282612224'"
"Not Relevant","'592693523708772352'"
"Not Relevant","'592693525050990595'"
"Not Relevant","'592693656697602053'"
"Response Efforts","'592693748657688576'"
"Not Relevant","'592693756530393089'"
"Not Relevant","'592693806203539456'"
"Not Relevant","'592693831004479489'"
"Not Relevant","'592693836687790082'"
"Not Relevant","'592693860821786624'"
"Not Relevant","'592693876009369601'"
"Not Relevant","'592693898864099328'"
"Not Relevant","'592693903863717889'"
"Not Relevant","'592693928786325504'"
"Not Relevant","'592693929746759683'"
"Not Relevant","'592694064035823617'"
"Not Relevant","'592694145191387137'"
"Not Relevant","'592694210899419136'"
"Not Relevant","'592694310497292288'"
"Not Relevant","'592694335671500801'"
"Not Relevant","'592694367544090624'"
"Not Relevant","'592694444262031361'"
"Not Relevant","'592694469377536000'"
"Not Relevant","'592694489187262469'"
"Not Relevant","'592694490806226946'"
"Not Relevant","'592694534787727360'"
"Not Relevant","'592694584607670274'"
"Not Relevant","'592694601196109824'"
"Not Relevant","'592694604702588929'"
"Not Relevant","'592694615234453504'"
"Not Relevant","'592694637044838402'"
"Not Relevant","'592694636730257411'"
"Not Relevant","'592694639515295746'"
"Not Relevant","'592694672889348097'"
"Not Relevant","'592694713720922115'"
"Not Relevant","'592694757203255296'"
"Not Relevant","'592694805261590531'"
"Not Relevant","'592694808763858944'"
"Response Efforts","'592694838916685825'"
"Not Relevant","'592694880159277056'"
"Not Relevant","'592694894101188608'"
"Not Relevant","'592694994508640257'"
"Not Relevant","'592695022316826625'"
"Not Relevant","'592695042017521664'"
"Infrastructure Damage","'592695062468898816'"
"Response Efforts","'592695094047875073'"
"Not Relevant","'592695304438317056'"
"Not Relevant","'592695394771017729'"
"Not Relevant","'592695433434103808'"
"Not Relevant","'592695443420745728'"
"Not Relevant","'592695457526185986'"
"Not Relevant","'592695513927004162'"
"Not Relevant","'592695532809773056'"
"Not Relevant","'592695552871145472'"
"Not Relevant","'592695576015286272'"
"Not Relevant","'592695585230200833'"
"Not Relevant","'592695593614581761'"
"Not Relevant","'592695605811617792'"
"Not Relevant","'592695616830058497'"
"Not Relevant","'592695672324890626'"
"Not Relevant","'592695704100990977'"
"Not Relevant","'592695744496332804'"
"Not Relevant","'592695772900102144'"
"Response Efforts","'592695799009640449'"
"Not Relevant","'592695914512424961'"
"Not Relevant","'592695930249412611'"
"Not Relevant","'592695944866570240'"
"Not Relevant","'592695974935601153'"
"Response Efforts","'592696013317677057'"
"Not Relevant","'592696031437008896'"
"Not Relevant","'592696033093750784'"
"Not Relevant","'592696057705947137'"
"Not Relevant","'592696218947563521'"
"Not Relevant","'592696226887393282'"
"Not Relevant","'592696353165303809'"
"Not Relevant","'592696354452934659'"
"Response Efforts","'592696366058569728'"
"Not Relevant","'592696374120034304'"
"Response Efforts","'592696384916213760'"
"Not Relevant","'592696391849369600'"
"Not Relevant","'592696462607257603'"
"Infrastructure Damage","'592696535500075008'"
"Not Relevant","'592696538603855872'"
"Not Relevant","'592696567389360131'"
"Not Relevant","'592696612104863746'"
"Other Relevant Information","'592696664206516224'"
"Not Relevant","'592696665594822657'"
"Not Relevant","'592696682250379265'"
"Other Relevant Information","'592696709463027714'"
"Not Relevant","'592696749854216194'"
"Not Relevant","'592696796394184708'"
"Not Relevant","'592696817399267328'"
"Not Relevant","'592696837078970371'"
"Not Relevant","'592696920000299008'"
"Not Relevant","'592696930620301313'"
"Response Efforts","'592696948982972416'"
"Not Relevant","'592697071355953152'"
"Other Relevant Information","'592697078926704641'"
"Not Relevant","'592697150708015104'"
"Not Relevant","'592700004084666368'"
"Other Relevant Information","'592700019213467648'"
"Not Relevant","'592700047147573248'"
"Not Relevant","'592700069461303296'"
"Response Efforts","'592700077375905795'"
"Not Relevant","'592700086481756164'"
"Not Relevant","'592700239334797312'"
"Other Relevant Information","'592700422420303873'"
"Not Relevant","'592700484273709057'"
"Not Relevant","'592700561142714369'"
"Infrastructure Damage","'592700585570361344'"
"Infrastructure Damage","'592700609809293312'"
"Not Relevant","'592700693082984448'"
"Infrastructure Damage","'592700792278294528'"
"Not Relevant","'592700814055088130'"
"Not Relevant","'592700880249577472'"
"Not Relevant","'592700961459720192'"
"Not Relevant","'592701045542887427'"
"Not Relevant","'592701145769975810'"
"Not Relevant","'592701154087297024'"
"Not Relevant","'592701397218525186'"
"Response Efforts","'592701406295007232'"
"Response Efforts","'592701411772739587'"
"Not Relevant","'592701411651117056'"
"Urgent Needs","'592701435227287552'"
"Not Relevant","'592701437932654594'"
"Other Relevant Information","'592701480718708736'"
"Not Relevant","'592701487161151488'"
"Response Efforts","'592701497827336192'"
"Not Relevant","'592701522175205377'"
"Not Relevant","'592701531981488128'"
"Not Relevant","'592701556283318273'"
"Response Efforts","'592701585899261952'"
"Other Relevant Information","'592701621580210179'"
"Not Relevant","'592701639598972928'"
"Not Relevant","'592701672029290496'"
"Not Relevant","'592701686365483008'"
"Not Relevant","'592701729977794561'"
